Time,Temp,6011 nw-2-1B,6010 nw-2-11,6009 nw-2-0F,6008 nw-2-0E,6007 nw-2-0D,6006 nw-2-09,6005 nw-2-08,6004 nw-2-07,6003 nw-2-05,6002 nw-2-02,6001 nw-2-01,f-6011 nw-2-1B,f-6010 nw-2-11,f-6009 nw-2-0F,f-6008 nw-2-0E,f-6007 nw-2-0D,f-6006 nw-2-09,f-6005 nw-2-08,f-6004 nw-2-07,f-6003 nw-2-05,f-6002 nw-2-02,f-6001 nw-2-01
184,23.9282,1,2,0,2,2,3,1,0,1,2,4,0,0,0,4.65097,0,2.21259,0.50126,0,0,4.37587,0
185,23.9802,3,5,0,3,0,4,1,0,0,3,2,1.61437,0.62778,0,1.11029,0.48936,2.61592,0.54612,0,0.1125,2.3031,0.78528
186,24.0338,1,0,0,0,0,0,0,0,0,2,0,2.67451,3.8134,0,2.97759,0,4.30111,0.68219,0,0,3.32413,1.32454
187,24.0905,1,0,1,0,1,1,1,1,0,8,2,0.79329,0,0,0,0,0,0,0,0,2.40791,0
188,24.1381,1,5,0,1,1,2,2,0,2,4,1,0.74529,0,0.22272,0,0.15561,0.29766,0.05721,0.65217,0,7.06003,0.62718
189,24.1786,1,1,0,2,0,1,3,0,1,3,0,1.1721,6.04764,0,0.01829,0.67556,1.62394,1.70551,0,2.39591,7.12292,0.65033
190,24.2291,2,4,0,0,1,3,2,1,1,2,1,0.75314,1.24949,0,0.71378,0,1.62101,3.04596,0,1.82307,2.7361,0
191,24.2749,0,2,1,1,1,0,3,0,0,3,1,1.8771,0.7596,0,0,0.15678,2.8538,2.90663,0.1293,0.35364,2.55054,0.0981
192,24.3233,0,0,0,0,0,4,3,0,1,5,0,0,0.98698,0.66026,0.67994,0.71294,0,3.63446,0,0,3.36402,0.49913
193,24.3575,1,3,1,0,0,2,0,0,0,3,1,0,0,0,0,0,5.02292,2.60765,0,0.87562,3.98204,0
194,24.3939,0,1,1,2,2,3,0,0,2,5,0,0.98304,0.46242,1.00109,0,0,2.13297,0,0,0,3.17212,0.08142
195,24.4216,1,3,0,0,1,1,3,0,4,8,2,0,0.42254,0.72617,0.95722,0.91474,2.95286,0,0,0.80644,4.80094,0
196,24.4322,0,1,0,1,1,3,0,0,0,1,1,0.83149,3.34681,0,0,0.85864,1.38807,2.20708,0,3.96616,8.5377,2.06458
197,24.4603,3,0,1,1,0,2,2,0,1,5,2,0,0.48456,0,0.279,0.90687,2.24068,0,0,0,2.76667,0.13689
198,24.4896,1,1,0,1,0,3,3,1,1,2,2,3.87317,0,0.54797,1.06128,0,1.75122,1.73589,0,0.38984,6.24534,0.82372
199,24.511,1,2,0,1,0,2,0,1,1,4,0,1.71061,1.99157,0,1.14375,0,3.19732,2.89803,1.58131,1.34911,1.8154,1.91588
200,24.5287,3,1,0,1,0,3,0,0,0,4,2,0.0123,0.06345,0,0.50205,0,1.41112,0,0.0687,0.10314,4.63262,0
201,24.5491,1,1,0,0,1,4,2,2,1,6,1,3.16983,0.4205,0,0.84242,0,2.90647,0,0,0,3.65261,1.49206
202,24.5726,0,0,0,4,0,1,1,0,0,3,0,1.04321,0.86224,0,0,0.91489,4.64214,2.52165,1.06804,0.14353,5.82317,0.93106
203,24.6058,2,4,0,2,1,1,1,0,0,3,1,0,0,0,3.84388,0,1.88495,1.37567,0,0,4.01436,0
204,24.6504,1,1,0,2,0,1,2,0,0,1,2,2.7927,2.10728,0,2.07437,0.23435,1.98344,1.68957,0,0,2.05386,0.28319
205,24.6827,0,0,0,0,0,3,2,0,0,5,0,0.09684,0.7621,0,1.07681,0,0.00926,0.78122,0,0,1.26949,1.72562
206,24.705,0,1,0,2,2,2,1,1,1,2,1,0,0,0,0,0,3.43348,2.29785,0,0,5.542,0
207,24.728,0,4,1,2,2,1,0,0,0,3,2,0,0.19805,0,2.11958,1.20238,0.94024,0.61498,0.15323,0.24386,2.00314,0.52709
208,24.7262,1,0,0,0,1,2,3,0,1,2,0,0,2.92696,0.76336,2.44528,2.69101,1.00288,0,0,0,2.82777,1.8317
209,24.73,0,1,0,3,3,4,3,2,1,4,0,0.13593,0,0,0,1.48485,2.51947,3.07872,0,0.05355,3.03923,0
210,24.7437,4,2,2,2,0,4,1,1,0,8,4,0,0.05096,0,2.26987,0.81456,3.81144,3.17277,0.97492,0.15464,3.21219,0
211,24.7387,3,2,5,2,1,1,2,1,0,2,0,4.05995,1.68081,2.71534,2.00071,0,3.82537,0.30701,1.04623,0,8.63291,5.77521
212,24.7532,2,2,1,4,0,4,0,1,1,2,0,2.77191,2.73136,4.1935,2.34418,0.3093,1.76083,1.31817,1.47129,0,3.24603,0
213,24.585,1,0,0,1,1,1,4,2,1,2,4,0.95646,0.5102,1.00056,1.86724,0,2.26088,0,0.41041,0.36893,2.49384,0
214,24.4411,2,1,0,4,0,2,0,1,2,9,2,0.5191,0,0,1.51178,0.43105,1.16682,2.25364,1.60358,1.65269,1.88425,3.64116
215,24.4056,0,1,0,2,0,4,1,0,0,5,0,1.9002,1.19077,0,2.55364,0,3.01531,0,0.81285,1.09553,8.83561,1.69814
216,24.3681,0,1,0,2,1,5,4,0,1,6,2,0,0.29404,0,2.52212,0,2.54394,0.08243,0,0,5.02111,0
217,24.3733,0,2,0,1,0,1,2,0,0,3,1,0,0.71347,0,1.97421,0.22816,5.11098,3.50493,0,0.36043,5.20265,0.94976
218,24.4132,0,1,0,0,1,4,2,0,0,5,0,0,2.00621,0,0.77451,0,1.30779,2.05457,0,0,3.91966,0.8763
219,24.4653,0,2,1,2,1,5,1,0,2,4,0,0,1.98778,0,0,1.22183,3.90603,0.70856,0,0,7.11057,0
220,24.4795,0,2,0,2,1,1,0,1,2,4,0,0,1.26124,0.52498,0.21386,0.57812,5.79722,0.31627,0,1.01834,3.31682,0
221,24.5007,0,0,0,2,0,3,3,0,1,2,0,0,1.92102,0,1.41822,0.64599,2.1561,0,0.85323,1.53198,3.96397,0
222,24.5664,0,0,0,2,4,2,4,0,5,3,5,0,0,0,2.15636,0,1.89251,2.34159,0,1.74116,2.35591,0
223,24.5876,0,1,0,1,1,0,1,0,1,3,3,0,0,0,2.6038,3.84584,1.03052,3.18999,0,4.08565,1.62049,3.16685
224,24.5839,0,0,1,1,2,0,2,0,1,7,0,0,0.65637,0,0.14162,1.06231,0,1.42263,0,1.66879,3.43719,2.43027
225,24.591,0,6,0,1,0,3,1,0,3,4,3,0,0,0.86939,1.02634,1.75393,0,1.99172,0,0.1528,6.29791,0
226,24.6351,0,4,0,0,3,4,6,1,2,3,2,0,2.48964,0,0.96094,0,2.58688,0.50314,0,2.43161,4.02218,1.06473
227,24.6581,0,1,0,1,0,1,0,0,1,8,0,0,4.06595,0,0,2.48256,4.04618,8.36747,0.20334,1.7949,4.4651,1.8099
228,24.6954,3,2,0,2,1,0,0,1,1,0,1,0,2.63246,0,1.33446,0,1.19099,0,0,1.21809,8.41053,0
229,24.7443,3,1,0,1,1,2,2,0,2,6,3,3.11252,0.8388,0,1.30394,0.2593,0,0,0.27007,0.5474,0,0.25141
230,24.7908,1,1,0,0,0,3,1,0,0,2,0,2.17521,1.4624,0,0.70539,0.46206,2.92772,2.75373,0,1.80852,5.28284,2.54493
231,24.7225,3,1,0,1,1,2,1,0,1,4,2,1.07341,0.27424,0,0,0,3.22605,0.31218,0,0,2.94379,0
232,24.6877,0,3,0,2,2,3,2,0,1,5,1,2.84804,0.52726,0,0.34414,0.41839,1.1848,1.0007,0,0.24895,4.64994,0.48356
233,24.7192,1,1,1,1,0,2,2,0,0,1,0,0,3.02095,0,2.43529,1.4736,3.04153,2.12756,0,0.65112,4.4168,0.71907
234,24.735,1,2,0,1,0,2,2,1,0,4,0,1.03279,2.24745,0.48383,0.58524,0,2.3479,2.5341,0,0,0.28793,0
235,24.7328,1,3,1,1,1,2,4,0,1,4,1,0.18768,1.58408,0,0.24922,0,2.46997,2.43381,0.22777,0,4.66785,0
236,24.8013,1,0,0,2,0,2,0,0,0,5,0,0.36426,2.37042,0.40716,1.95335,0.73116,1.38186,3.96723,0,0.8709,5.6806,0.72942
237,24.881,1,0,0,0,0,2,3,1,2,5,0,1.20181,0,0,0.09222,0,2.08316,0,0,0,5.46984,0
238,24.9258,2,1,0,0,1,2,2,0,0,4,2,0.68954,0,0,0,0,1.24804,2.56751,0.27706,1.10437,4.2582,0
239,24.9984,4,2,0,2,1,3,1,0,0,5,2,2.89464,1.94432,0,0,0.49689,2.96403,1.53532,0,0,3.92724,1.25982
240,24.964,1,1,0,5,0,3,2,1,1,2,0,4.03745,1.31577,0,2.79929,0.98984,3.00422,1.00915,0,0,5.2955,1.75336
241,24.9989,2,1,1,1,1,1,1,1,5,4,1,0.32579,0.13268,0,4.35992,0,2.42321,3.03754,1.03956,0.11368,2.74052,0
242,25.0326,0,3,0,0,1,3,2,0,3,2,4,1.49556,0.48483,0.25338,0.27458,0.49881,1.24289,0.73073,0.56129,3.58185,5.09042,1.04684
243,25.0677,2,1,0,1,1,3,2,0,1,4,1,0,5.45953,0,0,0.85556,3.00701,2.76499,0,3.13124,2.44811,4.23787
244,25.0959,2,1,1,1,2,3,3,0,1,3,1,2.17996,0.17369,0,0.52054,1.13922,2.95968,2.08468,0,2.48416,4.03124,1.14695
245,25.1173,2,2,0,1,1,1,2,1,0,8,1,1.65921,0.38346,0.36177,1.01108,0.74736,1.60655,1.81234,0,0.42878,3.1848,0.23883
246,25.1516,0,0,1,2,0,1,1,0,0,4,0,1.35724,1.60108,0,1.43461,0.54827,1.07323,2.10908,0.03587,0,7.59207,0.82334
247,25.1866,0,2,2,2,1,1,4,1,1,5,0,0,0,0.15868,1.92202,0,1.9312,2.02831,0,0,5.2474,0
248,25.2103,2,1,0,3,1,2,0,0,0,2,1,0,0.28056,0.52308,2.06741,0.05736,0.08862,3.38807,0.276,0.22218,4.38674,0
249,25.24,1,0,0,2,1,2,2,1,0,7,0,0.7714,0.58664,0,2.75842,0.61121,1.71412,0,0,0,2.7716,0.71444
250,25.2576,3,1,0,2,1,2,1,0,6,2,2,1.643,0,0,2.8805,1.00834,3.11518,1.16348,0.24832,0,6.26353,0
251,25.2767,2,1,0,2,0,0,1,1,1,4,3,2.04097,0.21882,0,0.7544,0.98636,0.84962,1.32019,0,5.22449,2.29144,0.58674
252,25.3049,1,1,0,0,2,0,1,0,1,1,0,2.33436,0.51716,0,1.48276,0,0,1.39906,0.61676,1.70819,5.31706,2.7366
253,25.2881,1,2,0,1,0,1,3,1,0,3,1,1.61739,1.01349,0,0,1.17284,0,0.12698,0,0.28442,1.61514,0
254,25.3087,1,1,0,1,0,1,3,0,2,5,0,0.14632,0.47583,0,0.20448,0,0.08526,1.05804,0.43113,0,3.21753,0.16896
255,25.3163,1,0,0,0,1,1,0,0,0,4,0,0.77273,0.68885,0,0.66206,0,0.81623,1.91562,0,1.62352,5.45966,0
256,25.311,2,1,0,1,1,3,0,0,1,3,1,1.11844,0,0,0,1.05172,1.31872,0,0,0,4.53004,0
257,25.314,1,1,0,2,0,1,1,1,0,2,3,1.53765,0.1302,0,1.16078,0.09409,2.19337,0,0,0.65367,2.61228,0.16233
258,25.3309,0,1,0,3,1,1,0,0,1,2,0,0.64931,1.02453,0,0.51479,0,1.79203,0.23738,0.75263,0,2.17976,1.77315
259,25.3171,1,1,0,0,1,1,1,0,1,6,1,0,1.86395,0,2.11512,1.47263,1.16124,0,0,1.35068,3.00406,0
260,25.3263,5,1,0,3,1,4,2,1,1,8,2,1.23139,0.13236,0,0,0.20754,1.27046,0.35877,0,0.29715,4.80102,0.13167
261,25.3353,0,0,0,1,0,2,0,0,1,2,0,4.67724,0.62834,0,2.68703,0.6101,3.50261,1.37968,0.62171,1.09672,7.66376,1.39696
262,25.3644,1,1,0,2,4,3,1,0,1,4,1,0,0,0,1.36189,0,3.0065,0,0,1.19812,2.30118,0
263,25.3851,1,7,0,3,2,2,1,0,0,7,3,1.41366,1.06987,0,0.49275,4.15444,3.27728,0.39471,0,0.28782,4.73534,0.14535
264,25.3683,1,0,0,0,1,6,0,0,1,4,0,0.43597,6.24719,0,1.77423,1.64663,2.12346,0.69668,0,0,6.81213,1.96791
265,25.3582,3,0,0,1,0,3,3,0,0,1,0,1.47703,0,0,0,0.33247,6.20375,0,0,0.94525,3.71958,0
266,25.3438,2,0,1,0,1,2,2,1,0,5,3,2.25168,0,0,0.43401,0,4.60886,2.40205,0,0,1.67194,0
267,25.3339,1,1,0,2,0,1,0,0,0,3,0,1.70757,0,0.71984,0,0.11999,1.23656,1.39606,0.67613,0,5.69717,2.03838
268,25.3428,1,3,0,1,0,2,1,0,0,3,0,1.10482,1.39885,0,2.12863,0,1.63976,0,0,0,2.37125,0
269,25.3417,1,3,2,3,1,1,2,1,0,3,3,0.20958,1.62372,0,0.3139,0,0.36837,0.04752,0,0,2.12256,0
270,25.3508,2,0,0,2,0,1,0,0,0,5,0,1.98302,2.11551,1.42246,1.87602,0.64478,1.29949,1.12982,0.66338,0,3.50195,1.97799
271,25.3477,2,1,0,1,1,4,1,0,3,4,1,1.63547,0,0,2.98924,0,1.44594,0,0,0,4.92089,0
272,25.337,2,1,0,0,1,4,2,1,2,3,2,0.92582,0.10896,0,0.00549,0.11613,3.66055,0.03765,0,3.18458,4.29367,0.11295
273,25.3295,0,0,0,2,1,3,1,0,0,7,1,1.86298,0.53978,0,0,0.77105,3.10249,1.71148,0.48596,2.587,3.47394,1.19974
274,25.3141,0,4,1,2,0,3,2,0,1,2,0,0,0,0,1.0581,0.97774,3.08802,1.75493,0,0,6.60635,0.94933
275,25.3014,1,1,0,1,0,0,0,0,0,6,2,0,3.33058,0.10908,1.95695,0,2.97873,1.78308,0,0.09273,3.22629,0
276,25.3099,4,2,1,5,1,0,0,1,0,4,1,1.10825,0.59383,0,1.20098,0,0,0,0,0,7.07603,2.0176
277,23.358,1,3,0,0,1,8,3,1,1,3,2,3.73893,2.4413,0.90331,4.41373,1.32177,0,0,1.06745,0,3.40527,1.76617
278,23.165,0,2,0,0,0,1,3,1,0,6,2,0.90991,2.45017,0,0,0.25797,6.16851,3.09052,0.59122,0.82095,2.8693,0.07624
279,23.1838,1,1,0,0,0,2,1,0,0,6,0,0,1.81022,0,0,0,0.68027,1.93402,0.59279,0,6.32813,1.36582
280,23.2377,0,3,0,1,4,2,1,0,1,5,1,0.5587,1.94469,0,0,0,2.98044,1.43277,0,0,6.41271,0
281,23.3047,1,3,0,2,2,3,2,0,1,3,0,0,0.41064,0,1.9847,3.63305,1.41773,1.21319,0,0.15069,6.56555,0.07731
282,23.3779,0,1,0,1,1,3,1,0,0,6,0,0.59606,1.8339,0,0.10221,1.09239,2.64064,1.50512,0,0.76589,3.68096,0
283,23.4592,1,1,0,1,0,4,2,1,1,1,0,0,1.3786,0,1.00017,0.50548,3.91007,1.6944,0,0,7.94545,0
284,23.532,1,0,0,1,1,3,1,0,1,2,1,1.66674,0.4401,0,1.08041,0,3.51851,0.41914,0.01443,1.08044,0.34492,0
285,23.6433,1,0,0,1,0,1,4,1,0,3,0,0.17242,0,0,0.80338,0.61346,3.19915,1.09956,0,0.13907,1.63742,0.62909
286,23.7499,1,3,0,3,0,2,3,0,2,5,2,0.43621,0,0,1.60418,0,2.05685,4.26449,0.57391,0,3.81773,0
287,23.8253,0,0,2,1,1,0,2,1,1,4,3,0.8931,0.87309,0,2.47631,0,1.58678,3.52647,0,0.60546,5.22519,0.48102
288,23.9266,3,0,0,0,0,2,1,0,0,3,0,0,0,1.40242,0.93932,0.71528,0,2.47769,0.63758,0.33452,3.80652,2.49351
289,24.0149,3,2,0,1,2,3,4,1,2,4,2,2.46526,0,0,0,0,3.31419,1.64003,0,0,4.53511,0
290,24.0947,0,2,0,0,3,2,3,1,0,4,2,2.2162,2.15581,0,0.38148,0.3729,1.60073,3.34129,0.29838,1.03968,4.5599,0.45408
291,24.1372,1,0,0,2,0,0,0,0,0,5,0,0,1.18484,0,0,1.97187,1.10734,2.1269,0.72206,0,3.71548,1.29142
292,24.1989,1,0,0,3,0,5,1,1,0,4,2,1.21924,0,0,1.54446,0,0,0,0,0,5.111,0
293,24.2584,0,1,0,1,1,1,2,0,1,2,0,0.55212,0,0,3.84958,0,4.46773,1.01026,0.07332,0,3.91367,0.16566
294,24.3289,0,1,1,0,0,2,2,0,0,1,1,0,0.53108,0,0.62584,0.17501,1.33294,2.47601,0,0.38621,2.34331,0
295,24.3908,0,0,0,1,0,3,1,0,2,3,1,0,0.7594,0.87436,0,0,2.2057,1.31548,0,0,1.13651,1.8866
296,24.4439,1,1,1,1,0,3,2,0,2,4,0,0,0,0,0.09423,0,2.54474,1.90873,0,0.37152,3.07832,0.05208
297,24.4543,2,2,1,1,1,1,4,2,1,1,1,0.21272,0.64355,1.00655,0.53201,0,2.9893,2.0141,0,0.45622,2.683,0
298,24.5037,1,1,0,0,0,1,1,0,0,4,0,2.03706,1.62974,0.91216,0.59659,0.80392,1.46866,3.63082,1.66928,0.83158,1.4833,0.82342
299,24.561,3,1,0,2,0,2,1,0,4,4,2,1.54183,1.08509,0,0,0,1.23244,0.95826,0,0,3.91289,0
300,24.6193,1,0,0,2,1,2,2,1,0,2,2,2.58899,0.8473,0,1.64205,0,0.50332,1.21697,0,3.64048,4.89682,0.9685
301,24.6758,2,0,0,2,0,2,0,0,0,3,0,1.89271,0,0,1.82951,0.83449,1.73591,1.25138,0.6415,0,2.34768,1.5617
302,24.7279,1,1,0,3,0,2,2,2,1,1,2,1.0888,0,0,2.16318,0,2.62141,0,0,0,2.55268,0
303,24.7398,2,1,0,1,0,4,0,1,0,7,1,1.07835,0.13187,0,2.62392,0,2.28351,0.88216,1.21124,0.02591,1.31918,0.44788
304,24.7768,3,2,0,1,1,1,0,0,0,4,1,2.26468,0.65908,0,1.53387,0,3.96394,0,0.98268,0,7.51092,0.66301
305,24.8033,3,0,1,2,0,0,3,0,1,4,0,3.69417,1.96428,0,0.28184,0.95154,0.74871,0,0,0,3.52186,0.95547
306,24.8268,1,1,0,3,0,5,0,0,0,6,1,2.44133,0,0.04331,2.86665,0,0,2.03271,0,0.48638,5.64144,0
307,24.8488,2,3,0,0,0,0,4,0,4,5,1,1.39947,0.61288,0,2.17807,0,2.6963,0,0,0,7.35744,1.08401
308,24.8714,0,0,1,3,0,3,2,0,1,2,2,1.75068,2.92833,0,0,0,0,3.31322,0,4.39404,4.35545,1.40868
309,24.8975,1,3,0,3,1,4,3,0,3,1,2,0,0,0.07289,3.11501,0,2.63138,2.2764,0,0.60145,2.1026,0.15523
310,24.9297,1,2,0,2,2,3,2,1,0,6,2,0.39682,1.64379,0,1.49742,0.35161,5.38784,2.42315,0,1.53714,1.659,1.20548
311,24.9568,0,0,0,1,1,0,1,0,0,1,2,0.46596,1.815,0,1.3275,1.97643,2.2027,2.44376,0.32067,0,6.39603,2.68282
312,24.9843,3,1,1,3,0,1,0,0,0,3,1,0,0,0,1.86546,0.97576,0,0.7602,0,0,1.23412,1.00664
313,24.984,0,2,0,1,0,2,4,0,1,3,2,2.6366,0.43372,0.37948,1.52024,0,1.1792,0,0,0,3.2292,0.45805
314,24.9883,1,0,0,0,0,1,0,1,0,3,2,0,1.72362,0,0.32568,0,1.5725,3.85044,0,0.92052,2.98466,2.41148
315,25.0081,3,4,0,3,1,3,2,1,2,4,3,1.00859,0,0,0,0,1.30371,0,0.03584,0,3.15263,1.06712
316,25.0226,4,0,0,0,0,2,2,2,2,1,1,2.56088,2.02444,0,3.26245,0.41917,1.40626,2.29712,1.56939,1.44467,5.10587,1.55163
317,25.0375,2,1,0,0,1,1,1,0,0,2,1,4.44203,0,0,0,0,2.04734,2.16172,1.74251,1.60938,1.50972,1.89028
318,25.0407,0,1,0,4,1,3,1,0,1,10,0,1.95166,1.11438,0,0,0.04277,2.02708,0.27328,0,0,1.51401,0.1027
319,25.0401,0,1,0,1,0,5,0,1,0,4,1,0,0.66089,0,5.12461,0.55918,2.86008,0.46975,0,0.54001,11.0896,0
320,25.059,1,1,0,1,1,2,1,1,0,0,0,0,1.83851,0,2.75884,0,6.0751,0,1.10308,0,4.02064,0.82314
321,25.0492,3,2,0,2,1,3,0,3,3,3,0,1.03815,0.06772,0,1.37031,0.09062,2.20122,0.04097,1.37763,0,0,0
322,25.188,2,4,2,1,1,4,3,0,0,3,2,3.27838,0.77306,0,1.28376,0.29863,2.65383,0,2.16426,2.75772,1.84313,0
323,25.0964,2,1,0,1,0,1,1,0,1,6,0,1.62143,4.56287,1.05192,1.00052,0.96039,3.77209,2.89028,0,0,3.67841,1.95204
324,25.0247,2,3,0,4,2,0,3,0,0,3,0,2.10923,0.16825,0,1.92481,0,0.78519,0.13329,0,0.0383,6.37812,0
325,24.9983,0,0,0,3,1,2,2,0,1,3,1,1.56607,3.55636,0,2.90823,2.80515,0,1.53048,0,0,2.21794,0
326,25.0269,0,1,0,1,2,1,2,0,1,6,0,0,0,0,2.13887,0.14949,2.99956,2.3781,0,1.04368,3.82644,0.93996
327,24.9934,2,1,1,0,1,2,6,1,5,3,2,0,0.08459,0,0.7997,2.12052,0.00042,3.30344,0,1.75834,7.3574,0
328,25.0224,1,0,0,1,3,3,6,0,0,7,3,0.80702,0.71587,0.31567,0,1.60589,2.54587,6.18391,0.53578,3.14084,3.04333,0.64376
329,25.0432,1,1,0,2,0,1,1,0,0,2,0,0.56913,0,0,1.05341,2.47968,2.9081,5.72324,0,0,7.27964,2.65176
330,25.0677,2,3,0,0,1,3,0,0,0,1,1,1.06503,0.16445,0,1.39168,0,1.17369,0.64065,0,0,3.47558,0
331,25.1093,2,0,0,2,0,0,1,0,2,4,1,2.44183,1.19316,0,0,0.2773,0.69042,0,0,0,1.57197,0.72406
332,25.1546,0,1,0,0,0,0,1,0,2,2,0,0.984,0,0,1.96128,0,0,0.68322,0,2.42368,4.27483,0.90426
333,25.2024,1,3,0,3,1,6,1,0,1,4,1,0,1.40678,0,0,0,0,1.35026,0,1.25594,1.91848,0
334,25.2431,1,3,0,1,0,0,2,0,1,2,2,0.03022,2.17605,0,3.28673,0.29581,5.03846,0.38606,0,0.67796,3.95002,0.16282
335,25.295,0,0,0,4,0,3,0,1,0,5,0,0.84084,2.42694,0,1.76302,0,0,1.81296,0,0.95835,2.82526,1.68492
336,25.3041,1,0,0,3,1,3,0,1,1,3,2,0,0,0,2.07716,0,4.22437,0,1.01256,0,5.64601,0
337,25.3133,0,4,0,0,2,4,3,0,1,6,4,0.2299,0,0,2.45739,1.01244,3.30223,0,0.48666,0.33034,3.27304,0.78098
338,25.3143,0,0,1,1,1,0,0,0,0,4,0,0,3.72156,0,0,1.85886,3.47936,2.85759,0,0.78798,6.57678,3.93756
339,25.3249,2,3,0,1,0,5,1,0,3,5,1,0,0,0.67529,0.44834,0.2779,0,0,0,0,4.09479,0
340,25.3306,4,4,0,2,0,3,2,1,0,5,0,1.4387,0.97977,0,1.91727,0,6.17276,1.29955,0,2.24724,6.02614,0.26014
341,25.3112,0,1,0,2,0,3,1,0,1,4,0,3.15264,4.42141,0,1.90012,0,3.93682,1.26234,0.76908,0,4.63085,0
342,25.3305,3,1,0,0,1,8,3,0,2,1,0,0,2.07946,0,1.1711,0,3.24202,1.41084,0,1.18731,4.28434,0
343,25.364,3,2,0,0,3,3,1,0,1,3,0,2.71639,0.16225,0,0,0.00829,7.52186,2.31409,0,0.67146,1.88835,0
344,25.3733,2,0,0,4,1,2,3,1,0,5,0,2.84704,1.43016,0,0,3.13702,3.37606,1.43787,0,0.83325,2.88222,0
345,25.3785,3,1,0,1,3,0,4,0,1,7,1,2.2076,0,0,4.08475,1.94919,1.90156,2.87118,0.28586,0,5.37326,0
346,25.3818,1,2,1,0,2,0,3,1,0,10,4,2.87431,0.18946,0,1.13638,3.484,0,4.23341,0,0.59011,6.64677,1.20098
347,25.3936,1,0,0,5,0,2,2,0,1,1,1,0.74511,1.31958,0.74391,0,1.08017,0,3.04583,0.66519,0,11.76603,3.6804
348,25.4094,0,2,1,0,2,3,0,0,4,2,0,0.86792,0,0,4.00606,0,2.15395,1.19957,0,1.28441,1.3088,0.67151
349,25.4256,3,3,0,5,0,4,1,0,1,7,0,0,0.30764,0.03376,0,0.13022,3.72527,0,0,4.21525,2.70132,0
350,25.4624,2,1,0,1,0,2,2,1,3,1,1,2.13398,2.29311,0,2.9022,0,3.81947,1.07903,0,1.50728,8.09735,0
351,25.4805,2,6,0,3,0,0,1,0,0,4,1,0.3435,1.88325,0,1.13297,0,1.29854,1.54456,0.9863,2.84271,1.91651,1.43654
352,25.5019,3,3,0,4,0,2,1,0,1,3,3,2.04821,1.25146,0,3.07009,0,0,1.06353,0,0,3.08626,0.0095
353,25.5136,1,1,0,0,0,1,0,0,1,1,1,2.25694,1.94679,0,2.79684,0,1.6013,0.74027,0,0.60219,2.69574,5.03639
354,25.5271,3,0,0,3,1,1,2,0,0,2,1,1.9796,0.89963,0,0,0,0.5594,0,0,0.93686,1.43766,0.0926
355,25.5356,0,1,0,0,0,4,1,1,1,7,2,2.61787,0,0,2.24517,0.41635,1.18532,0.82502,0,0,1.61941,1.33744
356,25.56,1,1,0,1,0,1,2,0,0,3,0,0,0.10893,0,0,0,3.41441,1.24773,0.89046,0.47355,7.5386,1.44996
357,25.5526,0,0,0,1,0,2,1,0,1,3,0,0.96863,0.86279,0,1.00261,0,1.2825,2.51821,0,0,2.2184,0
358,25.5215,1,4,1,1,1,1,1,0,2,2,1,0,0,0,1.0277,0,2.32323,0.08397,0,0.00802,2.79777,0
359,25.5336,0,0,1,3,1,4,1,1,1,3,1,0.39174,2.211,0.13329,1.12577,0.4563,0.71187,0.24264,0,0.92706,3.24135,0.4065
360,25.5685,3,1,0,4,0,1,0,0,0,6,2,0,0,0.55967,3.51574,0.83891,3.92111,0.85667,0.81476,0.96002,2.97649,1.12933
361,25.5682,1,2,1,2,2,4,3,0,3,6,2,2.71146,0.02107,0,4.41253,0,2.64525,0,0,0,7.14413,0.68052
362,25.5406,2,3,0,1,1,3,0,0,1,7,1,1.70213,0.9999,0.43131,1.40229,0.9204,2.74408,1.74123,0,1.52037,5.39906,0.95322
363,25.5187,1,0,0,3,2,2,0,0,1,2,0,1.9235,2.82777,0,1.0644,1.01615,3.547,0,0,1.26025,7.25323,0.85379
